Step FractureName TipNr TipX TipY TipZ KI KII KIII G Phi Psi
1 FRACTURE_2_S 15 2.08069 1.09937 0.497197 2.75601e+009 -7.93834e+007 5.53802e+007 3.56722e+008 3.79175 -1.48218
1 FRACTURE_2_S 16 2.07895 0.901114 0.501525 2.80009e+009 -3.38401e+007 4.37543e+007 3.67816e+008 1.63665 -1.17834
1 FRACTURE_2_S 17 2.03778 0.701781 0.502655 2.81288e+009 -7.73497e+007 -6.07682e+006 3.71174e+008 3.68896 0.163509
1 FRACTURE_2_S 18 1.95458 0.505904 0.500752 2.84252e+009 -1.14106e+007 -2.90764e+007 3.78857e+008 0.553006 0.783309
1 FRACTURE_2_S 19 1.83011 0.326435 0.498452 2.87774e+009 5.43032e+007 -1.54569e+007 3.88358e+008 -2.55553 0.408132
1 FRACTURE_2_S 20 1.67053 0.175688 0.496049 2.91942e+009 1.32049e+008 1.48841e+007 4.0036e+008 -5.89912 -0.377835
1 FRACTURE_2_S 21 1.48653 0.0624686 0.493843 2.9696e+009 2.25467e+008 5.86704e+007 4.16181e+008 -9.36516 -1.39574
1 FRACTURE_2_S 22 1.29098 -0.00970985 0.492087 2.93875e+009 3.47185e+008 1.86498e+008 4.14821e+008 -13.2979 -4.09405
1 FRACTURE_2_S 23 1.09607 -0.0422734 0.490898 2.75877e+009 3.13499e+008 3.89643e+008 3.80342e+008 -12.1039 -8.36096
1 FRACTURE_2_S 24 0.904933 -0.038731 0.490168 2.37387e+009 1.50923e+008 5.17208e+008 2.98659e+008 -6.77351 -12.3078
1 FRACTURE_2_S 25 0.712913 0.000926306 0.489737 2.01802e+009 -8.94471e+007 4.62612e+008 2.18021e+008 4.78766 -12.9707
1 FRACTURE_2_S 26 0.523379 0.0796128 0.489508 1.78519e+009 -2.26122e+008 2.91278e+008 1.62388e+008 13.0734 -9.33894
1 FRACTURE_2_S 27 0.348014 0.197152 0.489382 1.69726e+009 -2.88396e+008 8.91028e+007 1.39923e+008 18.1078 -3.28894
1 FRACTURE_2_S 28 0.198047 0.34848 0.489217 1.72676e+009 -2.83389e+008 -9.86996e+007 1.44749e+008 17.5492 3.57832
1 FRACTURE_2_S 29 0.0816769 0.52438 0.489088 1.82183e+009 -2.18616e+008 -2.88e+008 1.68189e+008 12.5274 9.14278
1 FRACTURE_2_S 30 0.00244274 0.713548 0.489144 2.06719e+009 -4.68319e+007 -4.54223e+008 2.26203e+008 2.52962 12.7629
1 FRACTURE_2_S 31 -0.0472155 0.905831 0.490806 2.4158e+009 7.79669e+007 -4.75461e+008 3.02109e+008 -3.6279 11.6439
1 FRACTURE_3_S 0 -2.06435 -0.902875 -0.499602 2.8218e+009 1.79719e+007 4.60415e+006 3.73263e+008 -0.881781 -0.126171
1 FRACTURE_3_S 1 -2.02117 -0.706717 -0.498208 2.80285e+009 5.60937e+007 2.38219e+007 3.68466e+008 -2.69766 -0.642306
1 FRACTURE_3_S 2 -1.93917 -0.513814 -0.495743 2.86547e+009 1.49023e+008 1.48585e+007 3.85956e+008 -6.71761 -0.381783
1 FRACTURE_3_S 3 -1.81791 -0.336037 -0.493819 2.85247e+009 2.32038e+008 1.47423e+007 3.83954e+008 -10.0893 -0.370278
1 FRACTURE_3_S 4 -1.66233 -0.185251 -0.492355 2.89221e+009 3.15058e+008 -8.40875e+006 3.96765e+008 -13.0446 0.203738
1 FRACTURE_3_S 5 -1.48195 -0.0706211 -0.491293 2.92007e+009 3.62139e+008 -7.87961e+007 4.06617e+008 -14.2719 1.81051
1 FRACTURE_3_S 6 -1.28893 0.00330235 -0.490585 2.90284e+009 4.29115e+008 -2.06302e+008 4.08942e+008 -15.9494 4.4357
1 FRACTURE_3_S 7 -1.09551 0.0370631 -0.490168 2.69821e+009 3.59467e+008 -4.20352e+008 3.6941e+008 -13.7218 8.94498
1 FRACTURE_3_S 8 -0.905343 0.0341001 -0.489966 2.31543e+009 1.58503e+008 -5.20921e+008 2.86405e+008 -7.21342 12.5688
1 FRACTURE_3_S 9 -0.714173 -0.00525009 -0.489898 1.97151e+009 -7.51589e+007 -4.4071e+008 2.06739e+008 4.16634 12.784
1 FRACTURE_3_S 10 -0.525481 -0.0836294 -0.489879 1.76406e+009 -2.43562e+008 -2.74827e+008 1.58093e+008 14.1424 8.91344
1 FRACTURE_3_S 11 -0.350866 -0.200671 -0.489895 1.68916e+009 -2.71527e+008 -8.34421e+007 1.38074e+008 17.3614 3.12899
1 FRACTURE_3_S 12 -0.201495 -0.351295 -0.490021 1.66942e+009 -2.63537e+008 9.24321e+007 1.34962e+008 17.0312 -3.49094
1 FRACTURE_3_S 13 -0.0860788 -0.526561 -0.490239 1.76056e+009 -2.11277e+008 2.80944e+008 1.57252e+008 12.5142 -9.21412
1 FRACTURE_3_S 14 -0.00929738 -0.715215 -0.490442 1.97669e+009 -3.77606e+007 4.54567e+008 2.0905e+008 2.12476 -13.2419
1 FRACTURE_3_S 15 0.0288302 -0.905749 -0.495211 2.40685e+009 -1.88819e+007 4.44162e+008 2.96219e+008 0.918072 -11.2813
1 FRACTURE_3_S 16 0.0310779 -1.0949 -0.504449 2.7323e+009 3.07183e+008 3.15074e+008 3.66776e+008 -12.2331 -7.03497
1 FRACTURE_3_S 17 -0.00273379 -1.28718 -0.50879 2.89749e+009 4.62362e+008 2.27041e+008 4.10002e+008 -16.8833 -4.80498
1 FRACTURE_3_S 18 -0.0758212 -1.47935 -0.508223 2.92104e+009 3.74897e+008 1.09159e+008 4.08037e+008 -14.5653 -2.46657
1 FRACTURE_3_S 19 -0.188736 -1.65977 -0.507311 2.88738e+009 3.20097e+008 5.77962e+007 3.96016e+008 -13.0516 -1.37028
1 FRACTURE_3_S 20 -0.337314 -1.81689 -0.505877 2.88904e+009 2.27639e+008 4.8596e+007 3.93968e+008 -9.70644 -1.18975
1 FRACTURE_3_S 21 -0.513141 -1.94143 -0.503733 2.87267e+009 1.17955e+008 3.44504e+007 3.87625e+008 -5.35252 -0.884005
1 FRACTURE_3_S 22 -0.705275 -2.02748 -0.500968 2.78588e+009 3.64268e+007 3.68972e+007 3.64036e+008 -1.77226 -1.00107
